,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
1502,CHEMBL511806,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(-c4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,527.7090000000002,6.270100000000007,1.0,5.0,7.7423214251308154
1503,CHEMBL470507,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nocc3-c3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,527.7090000000002,6.270100000000007,1.0,5.0,7.568636235841013
1504,CHEMBL471722,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nc(-c4ccccc4)c[nH]3)CC2)[C@@H](c2ccccc2)C1,active,526.7250000000001,6.0052000000000065,2.0,4.0,7.638272163982407
1505,CHEMBL511154,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(-c4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,526.7250000000001,6.0052000000000065,2.0,4.0,8.207608310501746
1506,CHEMBL511494,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,557.8040000000002,6.662400000000008,1.0,5.0,8.698970004336019
1507,CHEMBL480503,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,557.8040000000002,6.662400000000008,1.0,5.0,9.537602002101044
1508,CHEMBL480504,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,513.6820000000002,5.413700000000006,1.0,5.0,8.795880017344075
1509,CHEMBL480693,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,527.7090000000002,5.803800000000006,1.0,5.0,9.468521082957745
1510,CHEMBL520091,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,529.7500000000002,5.882200000000006,1.0,5.0,9.638272163982407
1511,CHEMBL449758,CCc1nc(Cc2ccccc2)oc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,555.7630000000003,6.366200000000007,1.0,5.0,9.050609993355087
1512,CHEMBL471251,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,571.8310000000002,6.834700000000008,1.0,5.0,9.119186407719209
1513,CHEMBL480890,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,559.8200000000002,6.690600000000008,1.0,5.0,9.0
